"Date(UTC)","UnixTimeStamp","No. of Deployed Contracts"
"2022-05-19","1652918400","12425"
"2022-05-20","1653004800","11224"
"2022-05-21","1653091200","14438"
"2022-05-22","1653177600","12660"
"2022-05-23","1653264000","11419"
"2022-05-24","1653350400","12246"
"2022-05-25","1653436800","10100"
"2022-05-26","1653523200","7949"
"2022-05-27","1653609600","8560"
"2022-05-28","1653696000","17906"
"2022-05-29","1653782400","16313"
"2022-05-30","1653868800","8257"
"2022-05-31","1653955200","7822"
"2022-06-01","1654041600","7395"
"2022-06-02","1654128000","7805"
"2022-06-03","1654214400","7914"
"2022-06-04","1654300800","7608"
"2022-06-05","1654387200","8206"
"2022-06-06","1654473600","8065"
"2022-06-07","1654560000","8342"
"2022-06-08","1654646400","6964"
"2022-06-09","1654732800","7746"
"2022-06-10","1654819200","7049"
"2022-06-11","1654905600","9635"
"2022-06-12","1654992000","13542"
"2022-06-13","1655078400","6480"
"2022-06-14","1655164800","7585"
"2022-06-15","1655251200","5880"
"2022-06-16","1655337600","7793"
"2022-06-17","1655424000","7503"
"2022-06-18","1655510400","8806"
"2022-06-19","1655596800","7753"
"2022-06-20","1655683200","9252"
"2022-06-21","1655769600","6991"
"2022-06-22","1655856000","6285"
"2022-06-23","1655942400","6001"
"2022-06-24","1656028800","5780"
"2022-06-25","1656115200","5867"
"2022-06-26","1656201600","5659"
"2022-06-27","1656288000","7175"
"2022-06-28","1656374400","4785"
"2022-06-29","1656460800","5105"
"2022-06-30","1656547200","6338"
"2022-07-01","1656633600","12719"
"2022-07-02","1656720000","17774"
"2022-07-03","1656806400","13369"
"2022-07-04","1656892800","7157"
"2022-07-05","1656979200","6422"
"2022-07-06","1657065600","7114"
"2022-07-07","1657152000","8676"
"2022-07-08","1657238400","9678"
"2022-07-09","1657324800","13751"
"2022-07-10","1657411200","11783"
"2022-07-11","1657497600","6580"
"2022-07-12","1657584000","6498"
"2022-07-13","1657670400","7771"
"2022-07-14","1657756800","8997"
"2022-07-15","1657843200","7326"
"2022-07-16","1657929600","10079"
"2022-07-17","1658016000","8486"
"2022-07-18","1658102400","6109"
"2022-07-19","1658188800","7675"
"2022-07-20","1658275200","6602"
"2022-07-21","1658361600","7850"
"2022-07-22","1658448000","12625"
"2022-07-23","1658534400","13214"
"2022-07-24","1658620800","12855"
"2022-07-25","1658707200","8972"
"2022-07-26","1658793600","6234"
"2022-07-27","1658880000","7882"
"2022-07-28","1658966400","7268"
"2022-07-29","1659052800","6968"
"2022-07-30","1659139200","14523"
"2022-07-31","1659225600","10765"
"2022-08-01","1659312000","8621"
"2022-08-02","1659398400","7242"
"2022-08-03","1659484800","10467"
"2022-08-04","1659571200","7286"
"2022-08-05","1659657600","6876"
"2022-08-06","1659744000","12881"
"2022-08-07","1659830400","11864"
"2022-08-08","1659916800","7104"
"2022-08-09","1660003200","6448"
"2022-08-10","1660089600","6969"
"2022-08-11","1660176000","7900"
"2022-08-12","1660262400","7513"
"2022-08-13","1660348800","9747"
"2022-08-14","1660435200","10922"
"2022-08-15","1660521600","10081"
"2022-08-16","1660608000","10569"
"2022-08-17","1660694400","10391"
"2022-08-18","1660780800","9265"
"2022-08-19","1660867200","6501"
"2022-08-20","1660953600","10630"
"2022-08-21","1661040000","18731"
"2022-08-22","1661126400","9485"
"2022-08-23","1661212800","7309"
"2022-08-24","1661299200","9129"
"2022-08-25","1661385600","9262"
"2022-08-26","1661472000","7767"
"2022-08-27","1661558400","10522"
"2022-08-28","1661644800","10824"
"2022-08-29","1661731200","8018"
"2022-08-30","1661817600","6907"
"2022-08-31","1661904000","6070"
"2022-09-01","1661990400","6067"
"2022-09-02","1662076800","7660"
"2022-09-03","1662163200","7286"
"2022-09-04","1662249600","10330"
"2022-09-05","1662336000","8280"
"2022-09-06","1662422400","6064"
"2022-09-07","1662508800","6151"
"2022-09-08","1662595200","6246"
"2022-09-09","1662681600","6267"
"2022-09-10","1662768000","6664"
"2022-09-11","1662854400","7921"
"2022-09-12","1662940800","6289"
"2022-09-13","1663027200","7083"
"2022-09-14","1663113600","7202"
"2022-09-15","1663200000","8503"
"2022-09-16","1663286400","9556"
"2022-09-17","1663372800","11702"
"2022-09-18","1663459200","11681"
"2022-09-19","1663545600","11035"
"2022-09-20","1663632000","9093"
"2022-09-21","1663718400","8626"
"2022-09-22","1663804800","8450"
"2022-09-23","1663891200","7494"
"2022-09-24","1663977600","9772"
"2022-09-25","1664064000","7527"
"2022-09-26","1664150400","7506"
"2022-09-27","1664236800","7666"
"2022-09-28","1664323200","9281"
"2022-09-29","1664409600","8173"
"2022-09-30","1664496000","7996"
"2022-10-01","1664582400","9114"
"2022-10-02","1664668800","11489"
"2022-10-03","1664755200","6411"
"2022-10-04","1664841600","7382"
"2022-10-05","1664928000","9337"
"2022-10-06","1665014400","9025"
"2022-10-07","1665100800","9596"
"2022-10-08","1665187200","6156"
"2022-10-09","1665273600","8190"
"2022-10-10","1665360000","25819"
"2022-10-11","1665446400","19982"
"2022-10-12","1665532800","25881"
"2022-10-13","1665619200","14515"
"2022-10-14","1665705600","30376"
"2022-10-15","1665792000","48847"
"2022-10-16","1665878400","35917"
"2022-10-17","1665964800","16040"
"2022-10-18","1666051200","17382"
"2022-10-19","1666137600","17475"
"2022-10-20","1666224000","8556"
"2022-10-21","1666310400","11587"
"2022-10-22","1666396800","72060"
"2022-10-23","1666483200","38203"
"2022-10-24","1666569600","44187"
"2022-10-25","1666656000","31426"
"2022-10-26","1666742400","16128"
"2022-10-27","1666828800","18345"
"2022-10-28","1666915200","21078"
"2022-10-29","1667001600","30866"
"2022-10-30","1667088000","50635"
"2022-10-31","1667174400","21520"
"2022-11-01","1667260800","21259"
"2022-11-02","1667347200","59155"
"2022-11-03","1667433600","49168"
"2022-11-04","1667520000","54927"
"2022-11-05","1667606400","82055"
"2022-11-06","1667692800","71642"
"2022-11-07","1667779200","29789"
"2022-11-08","1667865600","20969"
"2022-11-09","1667952000","9517"
"2022-11-10","1668038400","12826"
"2022-11-11","1668124800","29977"
"2022-11-12","1668211200","63199"
"2022-11-13","1668297600","56503"
"2022-11-14","1668384000","19148"
"2022-11-15","1668470400","36458"
"2022-11-16","1668556800","55682"
"2022-11-17","1668643200","53674"
"2022-11-18","1668729600","78908"
"2022-11-19","1668816000","109843"
"2022-11-20","1668902400","84583"
"2022-11-21","1668988800","62320"
"2022-11-22","1669075200","56254"
"2022-11-23","1669161600","72786"
"2022-11-24","1669248000","123703"
"2022-11-25","1669334400","120900"
"2022-11-26","1669420800","120690"
"2022-11-27","1669507200","116089"
"2022-11-28","1669593600","74698"
"2022-11-29","1669680000","64587"
"2022-11-30","1669766400","50600"
"2022-12-01","1669852800","75456"
"2022-12-02","1669939200","72025"
"2022-12-03","1670025600","96995"
"2022-12-04","1670112000","98461"
"2022-12-05","1670198400","77441"
"2022-12-06","1670284800","75154"
"2022-12-07","1670371200","82025"
"2022-12-08","1670457600","73823"
"2022-12-09","1670544000","43387"
"2022-12-10","1670630400","76434"
"2022-12-11","1670716800","77412"
"2022-12-12","1670803200","49142"
"2022-12-13","1670889600","21126"
"2022-12-14","1670976000","34101"
"2022-12-15","1671062400","37196"
"2022-12-16","1671148800","26695"
"2022-12-17","1671235200","40465"
"2022-12-18","1671321600","56105"
"2022-12-19","1671408000","43651"
"2022-12-20","1671494400","25760"
"2022-12-21","1671580800","38239"
"2022-12-22","1671667200","52119"
"2022-12-23","1671753600","43091"
"2022-12-24","1671840000","70068"
"2022-12-25","1671926400","112304"
"2022-12-26","1672012800","62508"
"2022-12-27","1672099200","30514"
"2022-12-28","1672185600","40135"
"2022-12-29","1672272000","47340"
"2022-12-30","1672358400","68665"
"2022-12-31","1672444800","104602"
"2023-01-01","1672531200","127370"
"2023-01-02","1672617600","64798"
"2023-01-03","1672704000","65901"
"2023-01-04","1672790400","40711"
"2023-01-05","1672876800","31389"
"2023-01-06","1672963200","33599"
"2023-01-07","1673049600","64924"
"2023-01-08","1673136000","60663"
"2023-01-09","1673222400","19889"
"2023-01-10","1673308800","18920"
"2023-01-11","1673395200","16080"
"2023-01-12","1673481600","17788"
"2023-01-13","1673568000","19860"
"2023-01-14","1673654400","9935"
"2023-01-15","1673740800","43036"
"2023-01-16","1673827200","20788"
"2023-01-17","1673913600","20049"
"2023-01-18","1674000000","16628"
"2023-01-19","1674086400","28931"
"2023-01-20","1674172800","37192"
"2023-01-21","1674259200","43994"
"2023-01-22","1674345600","71670"
"2023-01-23","1674432000","56305"
"2023-01-24","1674518400","45306"
"2023-01-25","1674604800","44511"
"2023-01-26","1674691200","35258"
"2023-01-27","1674777600","33608"
"2023-01-28","1674864000","57590"
"2023-01-29","1674950400","48780"
"2023-01-30","1675036800","29795"
"2023-01-31","1675123200","24248"
"2023-02-01","1675209600","19690"
"2023-02-02","1675296000","13721"
"2023-02-03","1675382400","8908"
"2023-02-04","1675468800","13407"
"2023-02-05","1675555200","23638"
"2023-02-06","1675641600","16287"
"2023-02-07","1675728000","7295"
"2023-02-08","1675814400","8018"
"2023-02-09","1675900800","8272"
"2023-02-10","1675987200","11272"
"2023-02-11","1676073600","43490"
"2023-02-12","1676160000","41513"
"2023-02-13","1676246400","19294"
"2023-02-14","1676332800","20571"
"2023-02-15","1676419200","5669"
"2023-02-16","1676505600","6726"
"2023-02-17","1676592000","6237"
"2023-02-18","1676678400","8583"
"2023-02-19","1676764800","7379"
"2023-02-20","1676851200","7581"
"2023-02-21","1676937600","5637"
"2023-02-22","1677024000","5926"
"2023-02-23","1677110400","6659"
"2023-02-24","1677196800","8131"
"2023-02-25","1677283200","21095"
"2023-02-26","1677369600","49238"
"2023-02-27","1677456000","26498"
"2023-02-28","1677542400","12892"
"2023-03-01","1677628800","7615"
"2023-03-02","1677715200","8282"
"2023-03-03","1677801600","7998"
"2023-03-04","1677888000","22765"
"2023-03-05","1677974400","24103"
"2023-03-06","1678060800","11370"
"2023-03-07","1678147200","7139"
"2023-03-08","1678233600","8175"
"2023-03-09","1678320000","8752"
"2023-03-10","1678406400","6093"
"2023-03-11","1678492800","6730"
"2023-03-12","1678579200","15261"
"2023-03-13","1678665600","10740"
"2023-03-14","1678752000","10389"
"2023-03-15","1678838400","8263"
"2023-03-16","1678924800","11499"
"2023-03-17","1679011200","15425"
"2023-03-18","1679097600","31235"
"2023-03-19","1679184000","42927"
"2023-03-20","1679270400","16011"
"2023-03-21","1679356800","18565"
"2023-03-22","1679443200","16953"
"2023-03-23","1679529600","17834"
"2023-03-24","1679616000","10360"
"2023-03-25","1679702400","19476"
"2023-03-26","1679788800","22436"
"2023-03-27","1679875200","6889"
"2023-03-28","1679961600","7761"
"2023-03-29","1680048000","7640"
"2023-03-30","1680134400","6811"
"2023-03-31","1680220800","9118"
"2023-04-01","1680307200","23488"
"2023-04-02","1680393600","49850"
"2023-04-03","1680480000","23173"
"2023-04-04","1680566400","19310"
"2023-04-05","1680652800","13942"
"2023-04-06","1680739200","17723"
"2023-04-07","1680825600","33784"
"2023-04-08","1680912000","68134"
"2023-04-09","1680998400","76440"
"2023-04-10","1681084800","58914"
"2023-04-11","1681171200","37319"
"2023-04-12","1681257600","42303"
"2023-04-13","1681344000","14752"
"2023-04-14","1681430400","21685"
"2023-04-15","1681516800","80490"
"2023-04-16","1681603200","132118"
"2023-04-17","1681689600","39634"
"2023-04-18","1681776000","20309"
"2023-04-19","1681862400","12804"
"2023-04-20","1681948800","13778"
"2023-04-21","1682035200","50119"
"2023-04-22","1682121600","103773"
"2023-04-23","1682208000","99838"
"2023-04-24","1682294400","79160"
"2023-04-25","1682380800","76692"
"2023-04-26","1682467200","71874"
"2023-04-27","1682553600","90859"
"2023-04-28","1682640000","66108"
"2023-04-29","1682726400","120978"
"2023-04-30","1682812800","48643"
"2023-05-01","1682899200","6284"
"2023-05-02","1682985600","6246"
"2023-05-03","1683072000","7915"
"2023-05-04","1683158400","11996"
"2023-05-05","1683244800","23654"
"2023-05-06","1683331200","7093"
"2023-05-07","1683417600","5173"
"2023-05-08","1683504000","8561"
"2023-05-09","1683590400","7837"
"2023-05-10","1683676800","8789"
"2023-05-11","1683763200","9250"
"2023-05-12","1683849600","9003"
"2023-05-13","1683936000","44266"
"2023-05-14","1684022400","31802"
"2023-05-15","1684108800","8048"
"2023-05-16","1684195200","9799"
"2023-05-17","1684281600","8758"
"2023-05-18","1684368000","13825"
"2023-05-19","1684454400","16353"
"2023-05-20","1684540800","55760"
"2023-05-21","1684627200","43076"
"2023-05-22","1684713600","9496"
"2023-05-23","1684800000","8630"
"2023-05-24","1684886400","9189"
"2023-05-25","1684972800","12352"
"2023-05-26","1685059200","12536"
"2023-05-27","1685145600","44816"
"2023-05-28","1685232000","16672"
"2023-05-29","1685318400","8794"
"2023-05-30","1685404800","8495"
"2023-05-31","1685491200","10203"
"2023-06-01","1685577600","12130"
"2023-06-02","1685664000","16495"
"2023-06-03","1685750400","49992"
"2023-06-04","1685836800","55151"
"2023-06-05","1685923200","21610"
"2023-06-06","1686009600","23653"
"2023-06-07","1686096000","20884"
"2023-06-08","1686182400","36322"
"2023-06-09","1686268800","41852"
"2023-06-10","1686355200","55565"
"2023-06-11","1686441600","102874"
"2023-06-12","1686528000","61510"
"2023-06-13","1686614400","73400"
"2023-06-14","1686700800","39987"
"2023-06-15","1686787200","16462"
"2023-06-16","1686873600","28538"
"2023-06-17","1686960000","66959"
"2023-06-18","1687046400","105383"
"2023-06-19","1687132800","67380"
"2023-06-20","1687219200","38519"
"2023-06-21","1687305600","35991"
"2023-06-22","1687392000","41671"
"2023-06-23","1687478400","51082"
"2023-06-24","1687564800","118457"
"2023-06-25","1687651200","99397"
"2023-06-26","1687737600","65535"
"2023-06-27","1687824000","35848"
"2023-06-28","1687910400","17943"
"2023-06-29","1687996800","9661"
"2023-06-30","1688083200","8559"
"2023-07-01","1688169600","37909"
"2023-07-02","1688256000","68540"
"2023-07-03","1688342400","35127"
"2023-07-04","1688428800","22568"
"2023-07-05","1688515200","6469"
"2023-07-06","1688601600","6251"
"2023-07-07","1688688000","6498"
"2023-07-08","1688774400","26134"
"2023-07-09","1688860800","33291"
"2023-07-10","1688947200","23390"
"2023-07-11","1689033600","12622"
"2023-07-12","1689120000","13617"
"2023-07-13","1689206400","8319"
"2023-07-14","1689292800","13621"
"2023-07-15","1689379200","43859"
"2023-07-16","1689465600","23051"
"2023-07-17","1689552000","9006"
"2023-07-18","1689638400","7816"
"2023-07-19","1689724800","7784"
"2023-07-20","1689811200","9072"
"2023-07-21","1689897600","8910"
"2023-07-22","1689984000","13040"
"2023-07-23","1690070400","17043"
"2023-07-24","1690156800","9069"
"2023-07-25","1690243200","7032"
"2023-07-26","1690329600","7543"
"2023-07-27","1690416000","5579"
"2023-07-28","1690502400","8352"
"2023-07-29","1690588800","8893"
"2023-07-30","1690675200","14502"
"2023-07-31","1690761600","15420"
"2023-08-01","1690848000","8955"
"2023-08-02","1690934400","11828"
"2023-08-03","1691020800","16344"
"2023-08-04","1691107200","17645"
"2023-08-05","1691193600","25776"
"2023-08-06","1691280000","43184"
"2023-08-07","1691366400","16339"
"2023-08-08","1691452800","7765"
"2023-08-09","1691539200","9348"
"2023-08-10","1691625600","10041"
"2023-08-11","1691712000","13275"
"2023-08-12","1691798400","41087"
"2023-08-13","1691884800","57193"
"2023-08-14","1691971200","18012"
"2023-08-15","1692057600","7386"
"2023-08-16","1692144000","6138"
"2023-08-17","1692230400","6226"
"2023-08-18","1692316800","7462"
"2023-08-19","1692403200","18364"
"2023-08-20","1692489600","39792"
"2023-08-21","1692576000","13330"
"2023-08-22","1692662400","7908"
"2023-08-23","1692748800","7642"
"2023-08-24","1692835200","8815"
"2023-08-25","1692921600","7589"
"2023-08-26","1693008000","30303"
"2023-08-27","1693094400","52098"
"2023-08-28","1693180800","11072"
"2023-08-29","1693267200","6523"
"2023-08-30","1693353600","8274"
"2023-08-31","1693440000","10360"
"2023-09-01","1693526400","16900"
"2023-09-02","1693612800","45206"
"2023-09-03","1693699200","61024"
"2023-09-04","1693785600","22831"
"2023-09-05","1693872000","30450"
"2023-09-06","1693958400","17098"
"2023-09-07","1694044800","23470"
"2023-09-08","1694131200","27637"
"2023-09-09","1694217600","55147"
"2023-09-10","1694304000","63016"
"2023-09-11","1694390400","30527"
"2023-09-12","1694476800","34644"
"2023-09-13","1694563200","17344"
"2023-09-14","1694649600","9195"
"2023-09-15","1694736000","15673"
"2023-09-16","1694822400","49235"
"2023-09-17","1694908800","75142"
"2023-09-18","1694995200","34072"
"2023-09-19","1695081600","23483"
"2023-09-20","1695168000","18488"
"2023-09-21","1695254400","23148"
"2023-09-22","1695340800","46205"
"2023-09-23","1695427200","110024"
"2023-09-24","1695513600","93195"
"2023-09-25","1695600000","31962"
"2023-09-26","1695686400","18078"
"2023-09-27","1695772800","19583"
"2023-09-28","1695859200","17409"
"2023-09-29","1695945600","32505"
"2023-09-30","1696032000","39085"
"2023-10-01","1696118400","56872"
"2023-10-02","1696204800","16358"
"2023-10-03","1696291200","24286"
"2023-10-04","1696377600","29444"
"2023-10-05","1696464000","46148"
"2023-10-06","1696550400","45200"
"2023-10-07","1696636800","47073"
"2023-10-08","1696723200","61765"
"2023-10-09","1696809600","32892"
"2023-10-10","1696896000","36092"
"2023-10-11","1696982400","18006"
"2023-10-12","1697068800","35000"
"2023-10-13","1697155200","47910"
"2023-10-14","1697241600","97503"
"2023-10-15","1697328000","77335"
"2023-10-16","1697414400","19909"
"2023-10-17","1697500800","25677"
"2023-10-18","1697587200","16278"
"2023-10-19","1697673600","21758"
"2023-10-20","1697760000","10048"
"2023-10-21","1697846400","23699"
"2023-10-22","1697932800","29620"
"2023-10-23","1698019200","9089"
"2023-10-24","1698105600","10102"
"2023-10-25","1698192000","7719"
"2023-10-26","1698278400","8593"
"2023-10-27","1698364800","7969"
"2023-10-28","1698451200","11948"
"2023-10-29","1698537600","13100"
"2023-10-30","1698624000","7669"
"2023-10-31","1698710400","12548"
"2023-11-01","1698796800","6770"
"2023-11-02","1698883200","9188"
"2023-11-03","1698969600","7880"
"2023-11-04","1699056000","7800"
"2023-11-05","1699142400","6303"
"2023-11-06","1699228800","6132"
"2023-11-07","1699315200","8028"
"2023-11-08","1699401600","5754"
"2023-11-09","1699488000","6760"
"2023-11-10","1699574400","7877"
"2023-11-11","1699660800","6877"
"2023-11-12","1699747200","6002"
"2023-11-13","1699833600","6683"
"2023-11-14","1699920000","7424"
"2023-11-15","1700006400","7909"
"2023-11-16","1700092800","8587"
"2023-11-17","1700179200","6792"
"2023-11-18","1700265600","7076"
"2023-11-19","1700352000","7447"
"2023-11-20","1700438400","9264"
"2023-11-21","1700524800","9630"
"2023-11-22","1700611200","8788"
"2023-11-23","1700697600","11311"
"2023-11-24","1700784000","8274"
"2023-11-25","1700870400","9745"
"2023-11-26","1700956800","4359"
"2023-11-27","1701043200","7416"
"2023-11-28","1701129600","7901"
"2023-11-29","1701216000","8579"
"2023-11-30","1701302400","7606"
"2023-12-01","1701388800","8922"
"2023-12-02","1701475200","5857"
"2023-12-03","1701561600","5942"
"2023-12-04","1701648000","6759"
"2023-12-05","1701734400","7677"
"2023-12-06","1701820800","6646"
"2023-12-07","1701907200","8034"
"2023-12-08","1701993600","8620"
"2023-12-09","1702080000","8531"
"2023-12-10","1702166400","7910"
"2023-12-11","1702252800","12506"
"2023-12-12","1702339200","7414"
"2023-12-13","1702425600","6624"
"2023-12-14","1702512000","8326"
"2023-12-15","1702598400","4854"
"2023-12-16","1702684800","5646"
"2023-12-17","1702771200","4700"
"2023-12-18","1702857600","5750"
"2023-12-19","1702944000","7772"
"2023-12-20","1703030400","5673"
"2023-12-21","1703116800","10813"
"2023-12-22","1703203200","7670"
"2023-12-23","1703289600","6866"
"2023-12-24","1703376000","9696"
"2023-12-25","1703462400","5611"
"2023-12-26","1703548800","8344"
"2023-12-27","1703635200","7137"
"2023-12-28","1703721600","9306"
"2023-12-29","1703808000","7373"
"2023-12-30","1703894400","7192"
"2023-12-31","1703980800","8685"
"2024-01-01","1704067200","13132"
"2024-01-02","1704153600","8623"
"2024-01-03","1704240000","7175"
"2024-01-04","1704326400","9814"
"2024-01-05","1704412800","8350"
"2024-01-06","1704499200","7362"
"2024-01-07","1704585600","5161"
"2024-01-08","1704672000","9019"
"2024-01-09","1704758400","7191"
"2024-01-10","1704844800","6373"
"2024-01-11","1704931200","10513"
"2024-01-12","1705017600","8444"
"2024-01-13","1705104000","8166"
"2024-01-14","1705190400","7379"
"2024-01-15","1705276800","9569"
"2024-01-16","1705363200","8049"
"2024-01-17","1705449600","8795"
"2024-01-18","1705536000","8925"
"2024-01-19","1705622400","10148"
"2024-01-20","1705708800","8525"
"2024-01-21","1705795200","16437"
"2024-01-22","1705881600","13564"
"2024-01-23","1705968000","14593"
"2024-01-24","1706054400","12009"
"2024-01-25","1706140800","10012"
"2024-01-26","1706227200","8630"
"2024-01-27","1706313600","8399"
"2024-01-28","1706400000","11274"
"2024-01-29","1706486400","11904"
"2024-01-30","1706572800","8074"
"2024-01-31","1706659200","8223"
"2024-02-01","1706745600","8397"
"2024-02-02","1706832000","9329"
"2024-02-03","1706918400","6766"
"2024-02-04","1707004800","10851"
"2024-02-05","1707091200","9517"
"2024-02-06","1707177600","7128"
"2024-02-07","1707264000","6674"
"2024-02-08","1707350400","7653"
"2024-02-09","1707436800","6406"
"2024-02-10","1707523200","10623"
"2024-02-11","1707609600","11034"
"2024-02-12","1707696000","8667"
"2024-02-13","1707782400","8776"
"2024-02-14","1707868800","7121"
"2024-02-15","1707955200","6651"
"2024-02-16","1708041600","8466"
"2024-02-17","1708128000","6285"
"2024-02-18","1708214400","6131"
"2024-02-19","1708300800","6690"
"2024-02-20","1708387200","7046"
"2024-02-21","1708473600","6931"
"2024-02-22","1708560000","5792"
"2024-02-23","1708646400","7601"
"2024-02-24","1708732800","6280"
"2024-02-25","1708819200","7038"
"2024-02-26","1708905600","6271"
"2024-02-27","1708992000","7848"
"2024-02-28","1709078400","5425"
"2024-02-29","1709164800","7327"
"2024-03-01","1709251200","7382"
"2024-03-02","1709337600","6043"
"2024-03-03","1709424000","6695"
"2024-03-04","1709510400","7981"
"2024-03-05","1709596800","7276"
"2024-03-06","1709683200","6664"
"2024-03-07","1709769600","7966"
"2024-03-08","1709856000","6369"
"2024-03-09","1709942400","5481"
"2024-03-10","1710028800","6178"
"2024-03-11","1710115200","7337"
"2024-03-12","1710201600","7431"
"2024-03-13","1710288000","5611"
"2024-03-14","1710374400","9352"
"2024-03-15","1710460800","9890"
"2024-03-16","1710547200","6558"
"2024-03-17","1710633600","4929"
"2024-03-18","1710720000","4551"
"2024-03-19","1710806400","6931"
"2024-03-20","1710892800","7288"
"2024-03-21","1710979200","9442"
"2024-03-22","1711065600","8920"
"2024-03-23","1711152000","4757"
"2024-03-24","1711238400","5437"
"2024-03-25","1711324800","5119"
"2024-03-26","1711411200","7212"
"2024-03-27","1711497600","5492"
"2024-03-28","1711584000","5368"
"2024-03-29","1711670400","5703"
"2024-03-30","1711756800","3976"
"2024-03-31","1711843200","6420"
"2024-04-01","1711929600","4513"
"2024-04-02","1712016000","5186"
"2024-04-03","1712102400","5527"
"2024-04-04","1712188800","4555"
"2024-04-05","1712275200","10637"
"2024-04-06","1712361600","6115"
"2024-04-07","1712448000","5052"
"2024-04-08","1712534400","6407"
"2024-04-09","1712620800","4742"
"2024-04-10","1712707200","4998"
"2024-04-11","1712793600","4782"
"2024-04-12","1712880000","5257"
"2024-04-13","1712966400","8675"
"2024-04-14","1713052800","5695"
"2024-04-15","1713139200","9937"
"2024-04-16","1713225600","9371"
"2024-04-17","1713312000","5097"
